"File: N:\Ca imaging data\2023 imaging data\2023-02 Feb imaging data\2023-0203 22NSAPR124 Takeda Boston\LOGs\EXP01 with bg sub.LOG"
"Date: Fri Feb 3 2023 15:34:10.208"
120.47, 0.00, 0.00, 0.00, 5728.93, 38518.70, 0.15, 1355.09, 5850.23, 0.24, 1704.54, 9294.75, 0.20, 2269.39, 9429.80, 0.25, 5274.09, 31022.26, 0.17, 6412.58, 39806.79, 0.17, 2174.11, 9901.32, 0.22, 1839.97, 8072.31, 0.23, 2676.05, 13817.05, 0.19, 1613.01, 7673.98, 0.22, 918.51, 4890.11, 0.19, 635.15, 1717.84, 0.40, 547.48, 1823.13, 0.32, 1025.29, 5522.61, 0.18, 1021.15, 5224.38, 0.20, 798.48, 3684.43, 0.22, 3669.99, 14353.62, 0.28, 1413.13, 7108.66, 0.20, 1788.54, 9949.77, 0.19, 1321.68, 5301.73, 0.24, 1475.83, 5406.33, 0.28, 2538.56, 5440.08, 0.47, 3425.85, 7341.32, 0.47, 417.08, 1513.93, 0.28, 2289.86, 10538.42, 0.22
126.47, 0.00, 0.00, 0.00, 5732.05, 38486.57, 0.15, 1353.62, 5872.81, 0.24, 1708.12, 9255.31, 0.19, 2273.64, 9415.49, 0.25, 5275.78, 31011.43, 0.17, 6417.88, 39760.77, 0.17, 2174.89, 9885.30, 0.22, 1838.50, 8077.45, 0.23, 2675.04, 13832.03, 0.19, 1611.78, 7692.34, 0.22, 915.44, 4897.60, 0.19, 634.96, 1719.69, 0.40, 547.77, 1826.56, 0.32, 1020.62, 5532.96, 0.18, 1020.27, 5226.76, 0.20, 796.69, 3685.66, 0.22, 3661.25, 14438.58, 0.27, 1404.62, 7119.44, 0.20, 1789.36, 9920.98, 0.19, 1322.16, 5305.43, 0.24, 1477.03, 5399.93, 0.28, 2529.86, 5228.35, 0.49, 3423.82, 7348.15, 0.47, 418.90, 1509.82, 0.28, 2290.81, 10500.98, 0.23
132.47, 0.00, 0.00, 0.00, 5741.66, 38572.21, 0.15, 1358.03, 5878.83, 0.23, 1711.58, 9269.72, 0.19, 2269.10, 9446.04, 0.24, 5277.14, 31119.68, 0.17, 6422.86, 39846.71, 0.17, 2176.44, 9906.12, 0.22, 1841.95, 8093.78, 0.23, 2676.88, 13842.79, 0.19, 1615.06, 7690.23, 0.22, 917.01, 4896.00, 0.19, 636.56, 1726.20, 0.40, 547.97, 1835.75, 0.32, 1025.87, 5542.44, 0.18, 1022.34, 5243.36, 0.20, 799.89, 3711.25, 0.22, 3678.52, 14345.80, 0.27, 1408.18, 7149.00, 0.20, 1788.78, 9919.18, 0.19, 1319.11, 5332.65, 0.24, 1481.39, 5417.86, 0.28, 2529.81, 5276.27, 0.49, 3432.17, 7356.60, 0.47, 418.56, 1514.07, 0.28, 2295.19, 10525.87, 0.23
138.47, 0.00, 0.00, 0.00, 5743.28, 38444.03, 0.15, 1363.03, 5850.39, 0.24, 1707.19, 9299.67, 0.19, 2271.83, 9421.09, 0.25, 5288.90, 31104.83, 0.17, 6432.96, 39808.73, 0.17, 2174.67, 9887.51, 0.22, 1844.17, 8086.91, 0.23, 2684.77, 13845.50, 0.20, 1618.10, 7655.71, 0.22, 920.28, 4889.26, 0.19, 639.63, 1720.66, 0.40, 549.51, 1825.86, 0.33, 1031.18, 5528.17, 0.18, 1023.85, 5226.06, 0.20, 799.71, 3710.61, 0.22, 3691.48, 14207.74, 0.28, 1412.43, 7154.05, 0.20, 1792.08, 9869.01, 0.19, 1318.43, 5328.20, 0.24, 1481.61, 5421.33, 0.28, 2563.43, 5269.50, 0.49, 3433.81, 7347.56, 0.47, 419.95, 1515.29, 0.28, 2295.39, 10522.84, 0.23
144.47, 0.00, 0.00, 0.00, 5750.00, 38363.62, 0.15, 1362.18, 5848.59, 0.24, 1705.96, 9251.52, 0.21, 2266.65, 9399.73, 0.25, 5279.82, 31045.47, 0.17, 6428.97, 39729.30, 0.17, 2176.70, 9853.85, 0.22, 1843.26, 8067.27, 0.23, 2682.09, 13794.57, 0.20, 1616.08, 7698.95, 0.22, 917.77, 4880.15, 0.19, 639.24, 1719.39, 0.40, 550.37, 1821.75, 0.33, 1030.33, 5521.15, 0.18, 1025.68, 5212.83, 0.20, 800.25, 3707.72, 0.22, 3684.56, 14235.48, 0.27, 1410.54, 7131.42, 0.20, 1796.62, 9839.94, 0.20, 1320.03, 5325.08, 0.24, 1480.12, 5398.94, 0.28, 2518.95, 5603.51, 0.46, 3431.76, 7327.88, 0.47, 419.14, 1505.58, 0.28, 2291.19, 10489.23, 0.23
150.47, 0.00, 0.00, 0.00, 5753.02, 38473.00, 0.15, 1363.99, 5872.05, 0.24, 1707.08, 9248.65, 0.20, 2265.46, 9391.14, 0.25, 5291.87, 31059.58, 0.17, 6439.03, 39825.98, 0.17, 2176.73, 9862.74, 0.22, 1840.44, 8080.72, 0.23, 2685.85, 13810.99, 0.20, 1616.69, 7702.38, 0.22, 923.72, 4850.03, 0.20, 639.65, 1724.33, 0.40, 552.11, 1829.89, 0.32, 1034.49, 5543.54, 0.18, 1026.27, 5222.97, 0.20, 799.73, 3712.08, 0.22, 3686.73, 14269.03, 0.27, 1413.17, 7132.62, 0.20, 1806.90, 9763.62, 0.20, 1321.82, 5289.48, 0.24, 1482.04, 5399.62, 0.28, 2550.37, 5092.94, 0.51, 3433.78, 7348.10, 0.47, 419.11, 1516.34, 0.28, 2290.80, 10519.58, 0.23
156.47, 0.00, 0.00, 0.00, 5748.79, 38440.87, 0.15, 1360.44, 5888.95, 0.23, 1702.21, 9252.29, 0.19, 2263.47, 9400.15, 0.25, 5288.46, 31088.43, 0.17, 6464.10, 39929.29, 0.17, 2177.63, 9873.24, 0.22, 1839.70, 8094.42, 0.23, 2694.44, 13786.65, 0.20, 1611.58, 7757.33, 0.21, 918.42, 4879.51, 0.19, 639.38, 1725.72, 0.40, 550.62, 1830.13, 0.33, 1032.23, 5547.23, 0.18, 1024.65, 5225.55, 0.20, 799.12, 3711.96, 0.22, 3683.49, 14240.18, 0.28, 1412.48, 7132.08, 0.20, 1809.72, 9788.88, 0.20, 1319.42, 5313.22, 0.24, 1480.43, 5411.85, 0.28, 2497.52, 5813.27, 0.44, 3431.48, 7331.45, 0.47, 418.72, 1516.42, 0.28, 2296.10, 10557.21, 0.22
162.47, 0.00, 0.00, 0.00, 5764.37, 38434.80, 0.15, 1362.17, 5870.25, 0.24, 1700.40, 9251.83, 0.20, 2260.19, 9387.71, 0.25, 5287.83, 31064.75, 0.17, 6460.86, 39825.57, 0.17, 2182.01, 9843.34, 0.22, 1840.40, 8078.51, 0.23, 2687.26, 13768.55, 0.20, 1615.48, 7712.26, 0.22, 919.56, 4873.89, 0.19, 638.58, 1723.48, 0.40, 551.07, 1830.94, 0.32, 1033.38, 5544.66, 0.18, 1027.04, 5204.54, 0.20, 799.98, 3705.25, 0.22, 3687.82, 14128.68, 0.28, 1412.34, 7126.18, 0.20, 1800.13, 9772.62, 0.20, 1316.55, 5300.25, 0.24, 1480.40, 5397.79, 0.28, 2453.58, 6205.60, 0.40, 3427.50, 7332.06, 0.47, 420.51, 1508.02, 0.28, 2293.48, 10537.06, 0.23
168.47, 0.00, 0.00, 0.00, 5760.45, 38423.87, 0.15, 1363.53, 5859.26, 0.24, 1697.71, 9245.17, 0.20, 2258.40, 9382.44, 0.25, 5300.66, 30987.55, 0.17, 6458.32, 39771.93, 0.17, 2180.78, 9811.76, 0.23, 1840.37, 8097.20, 0.23, 2690.91, 13790.37, 0.20, 1618.79, 7691.42, 0.22, 912.62, 4878.42, 0.19, 638.81, 1727.82, 0.40, 550.78, 1830.18, 0.32, 1031.17, 5538.09, 0.18, 1025.15, 5197.29, 0.20, 797.36, 3701.60, 0.22, 3693.99, 14106.18, 0.28, 1413.09, 7129.38, 0.20, 1797.91, 9834.10, 0.20, 1316.35, 5297.78, 0.24, 1481.35, 5396.56, 0.28, 2486.67, 5871.97, 0.43, 3428.88, 7335.23, 0.47, 419.71, 1502.51, 0.28, 2297.48, 10531.64, 0.23
174.47, 0.00, 0.00, 0.00, 5758.67, 38263.25, 0.15, 1362.13, 5862.20, 0.24, 1700.19, 9226.16, 0.20, 2255.22, 9359.74, 0.25, 5306.03, 30931.02, 0.17, 6460.17, 39720.97, 0.17, 2185.22, 9761.76, 0.23, 1841.05, 8074.77, 0.23, 2687.46, 13780.12, 0.20, 1617.67, 7673.30, 0.22, 917.72, 4850.70, 0.19, 637.39, 1730.73, 0.40, 550.41, 1825.04, 0.32, 1033.23, 5528.92, 0.18, 1023.69, 5192.99, 0.20, 799.48, 3697.19, 0.22, 3680.26, 14211.77, 0.29, 1415.94, 7093.08, 0.20, 1789.83, 9790.90, 0.20, 1316.34, 5273.66, 0.24, 1480.45, 5395.24, 0.28, 2486.52, 5512.75, 0.46, 3423.53, 7311.04, 0.47, 418.42, 1496.36, 0.28, 2295.54, 10514.18, 0.23
180.47, 0.00, 0.00, 0.00, 5761.78, 38291.67, 0.15, 1361.24, 5879.23, 0.24, 1697.66, 9231.22, 0.20, 2254.71, 9359.81, 0.25, 5302.99, 30890.30, 0.17, 6462.53, 39741.36, 0.17, 2188.34, 9751.14, 0.23, 1839.75, 8068.14, 0.23, 2688.71, 13766.45, 0.20, 1618.94, 7653.06, 0.22, 917.63, 4835.32, 0.20, 639.05, 1732.62, 0.40, 551.02, 1823.97, 0.32, 1032.10, 5531.24, 0.18, 1023.39, 5190.90, 0.20, 798.40, 3691.43, 0.22, 3681.29, 14262.25, 0.27, 1413.55, 7113.77, 0.20, 1790.98, 9787.71, 0.20, 1314.96, 5266.33, 0.24, 1480.97, 5387.88, 0.28, 2513.78, 5568.43, 0.46, 3427.40, 7308.02, 0.47, 420.10, 1495.34, 0.28, 2290.93, 10522.59, 0.23
